180	169
178	197
160	250
171	236
170	209
177	179
161	250
170	153
168	188
174	185
176	218
176	204
168	218
178	217
171	212
170	206
175	203
160	216
178	152
161	224
179	170
175	160
162	215
180	237
176	216
178	189
177	198
177	231
167	248
176	158
176	245
177	156
162	184
163	160
180	216
161	165
180	233
180	237
162	245
163	204
173	178
165	197
161	156
180	229
175	233
174	155
171	171
167	154
173	175
177	173
171	235
171	206
179	191
176	238
175	187
166	150
161	171
174	247
165	243
179	203
175	178
160	154
165	246
167	150
169	244
166	223
179	197
164	173
168	162
166	150
160	219
168	232
172	168
173	159
169	198
175	155
166	211
171	213
167	232
167	213
171	163
169	180
160	205
176	183
176	192
164	207
174	205
175	189
168	237
165	247
161	205
179	175
176	222
171	235
178	248
171	155
177	224
163	242
179	214
163	250
176	207
174	189
176	174
180	227
179	226
177	192
165	219
164	160
168	155
165	189
178	201
171	191
171	207
179	164
175	158
165	242
161	239
163	205
162	165
163	170
174	189
163	221
172	223
176	188
160	198
163	153
168	222
161	163
176	151
177	201
179	226
170	151
165	212
177	188
171	249
180	248
180	192
166	246
160	227
162	236
178	166
168	210
163	159
173	171
172	250
176	218
176	176
168	234
175	177
160	190
178	195
171	164
172	178
169	192
165	183
178	242
172	186
179	226
175	180
179	155
163	225
172	208
171	202
165	194
171	225
163	201
174	180
162	249
164	156
176	249
176	186
178	245
161	235
162	224
168	183
177	207
176	242
176	220
173	198
172	249
165	190
161	161
161	151
180	214
162	246
175	231
162	169
167	185
178	197
166	224
160	245
168	226
177	208
166	153
176	212
167	249
180	213
169	156
171	202
166	235
173	248
177	250
172	179
169	223
171	151
161	209
161	166
173	160
170	166
180	223
180	196
163	210
171	235
162	193
171	239
175	158
169	249
179	198
174	153
171	192
162	156
176	229
162	248
179	234
174	229
174	228
176	169
173	186
165	206
160	245
164	205
174	150
168	234
165	160
164	196
163	160
166	212
172	223
168	184
167	229
173	239
172	210
170	232
162	164
171	248
180	245
179	237
179	185
178	215
173	174
163	187
176	196
163	230
170	225
171	230
175	165
161	245
177	246
173	206
169	168
180	164
171	183
161	239
175	216
167	237
170	179
176	186
162	167
179	216
174	171
167	220
176	197
173	153
169	249
171	175
169	151
166	249
170	209
171	229
165	229
168	234
180	161
176	202
173	235
170	161
176	233
177	239
180	168
172	155
180	238
179	231
165	181
169	156
164	218
170	234
178	221
167	247
171	230
172	150
174	209
169	181
163	197
178	201
171	156
171	194
169	158
177	178
170	209
168	239
170	160
175	165
174	244
166	232
171	196
161	189
174	231
173	248
177	219
160	232
169	191
169	184
160	187
179	171
176	208
175	165
179	206
177	203
179	219
169	190
161	152
179	184
175	215
174	227
176	172
168	239
163	229
179	219
175	250
162	199
163	231
166	215
170	154
165	217
176	184
176	239
170	214
162	240
160	221
171	186
170	169
172	178
171	197
161	150
179	175
169	227
161	197
177	177
170	186
165	242
166	196
175	230
179	250
178	229
179	170
165	195
177	221
166	185
164	168
180	224
169	199
160	159
161	238
160	216
173	160
178	232
164	150
173	214
162	156
170	244
171	189
177	233
173	213
166	176
178	247
178	169
163	161
173	188
179	177
163	224
176	162
161	226
179	213
173	227
180	152
177	186
169	218
177	154
173	176
177	164
170	174
161	170
168	165
177	234
167	155
164	182
167	177
169	198
170	195
169	173
163	228
162	236
175	184
179	196
171	226
167	238
162	165
169	181
163	198
171	167
173	218
171	204
165	233
179	216
167	200
162	172
178	192
161	235
167	211
161	249
175	169
172	196
179	151
161	201
168	190
164	190
172	197
177	207
161	229
163	216
178	161
164	216
161	200
173	200
164	210
178	168
178	233
177	217
165	174
162	204
167	221
171	206
174	172
165	189
176	231
161	227
164	187
169	218
165	213
175	174
161	201
170	181
170	220
169	218
179	244
165	228
165	174
160	230
180	224
171	198
174	163
180	150
176	206
176	150
160	238
180	173
168	183
173	248
162	187
161	150
160	154
168	226
161	185
178	190
167	182
169	171
175	179
171	230
163	184
170	194
178	237
160	228
177	196
171	163
162	150
170	233
160	165
177	241
163	210
178	213
167	204
167	199
173	167
164	196
174	247
164	221
174	150
175	161
166	157
175	223
170	231
162	162
168	170
165	248
160	161
169	209
170	238
171	184
172	248
160	167
173	186
162	230
170	228
175	217
174	218
171	193
178	171
165	235
169	210
173	244
160	156
177	247
161	178
173	161
160	239
177	186
171	160
162	233
162	225
168	185
166	244
171	201
161	166
174	243
161	206
178	234
175	156
180	152
170	177
170	198
175	183
169	230
175	185
165	173
164	198
173	238
173	169
180	177
170	164
165	175
176	239
168	242
179	186
168	177
174	188
172	230
178	162
165	176
176	211
161	216
169	234
168	210
178	207
171	202
160	229
177	222
160	233
171	173
169	151
168	224
179	163
175	227
175	171
173	198
165	236
166	172
179	185
168	153
160	238
177	173
166	159
172	162
165	150
164	229
169	217
178	196
179	219
176	188
170	203
178	196
173	219
166	226
168	227
178	150
165	191
170	218
168	203
172	246
180	177
180	155
172	214
166	175
175	249
178	239
171	225
180	233
177	245
177	234
166	213
178	193
174	157
179	209
174	213
179	203
178	201
173	202
171	226
164	214
168	151
170	181
175	154
168	234
170	226
168	214
172	226
160	210
161	201
165	200
161	182
169	183
167	174
165	169
180	168
170	177
160	150
176	173
165	233
174	198
178	245
171	205
163	190
169	155
180	183
170	249
180	179
169	247
172	167
170	249
164	185
161	237
168	208
163	187
176	233
160	203
160	223
161	170
174	235
161	170
177	159
175	186
180	196
173	240
160	185
178	212
160	248
164	169
169	246
170	208
177	200
170	175
166	160
178	188
166	205
170	157
180	194
165	162
167	226
177	205
172	210
177	234
178	249
164	247
174	166
176	232
162	224
180	179
175	160
165	228
175	245
160	248
172	178
167	176
166	209
170	204
169	197
175	191
179	180
164	194
161	248
160	185
160	157
175	198
162	249
174	235
163	221
170	185
161	162
161	209
171	195
165	175
164	202
160	210
162	187
164	237
160	248
165	177
173	160
164	172
168	235
168	211
174	208
166	221
175	244
167	186
176	232
167	233
163	186
160	218
170	249
165	192
173	195
180	219
177	245
164	154
174	189
168	220
162	240
176	182
170	202
161	180
165	164
164	245
163	177
173	171
177	250
163	163
160	248
177	224
176	169
162	184
167	153
174	249
168	206
171	173
168	163
170	229
177	239
168	156
177	250
166	246
160	192
168	239
180	202
173	156
161	213
162	215
160	184
175	165
179	236
163	189
167	238
175	211
166	250
178	195
169	190
180	199
173	187
169	226
161	189
172	223
164	157
160	191
180	184
160	167
164	219
165	204
178	216
180	156
167	218
169	227
175	186
174	214
170	163
168	166
162	192
160	216
175	212
171	195
176	221
177	213
171	194
172	247
161	205
177	234
166	160
160	169
161	211
175	178
169	178
165	195
171	186
166	186
179	234
166	154
166	160
175	161
178	185
176	243
165	222
161	188
176	186
175	194
169	184
162	250
160	190
175	186
174	218
165	228
165	228
163	206
163	238
160	221
162	169
161	191
162	231
171	202
169	233
165	215
177	222
174	195
180	184
168	231
169	217
176	225
164	155
179	201
162	243
173	153
164	203
163	228
175	163
165	245
170	206
163	240
167	198
162	155
161	165
178	233
176	156
170	191
162	237
163	151
168	236
162	173
166	172
171	201
166	226
169	177
164	211
180	250
176	201
164	179
179	190
176	230
163	162
172	192
168	172
164	204
179	229
176	183
178	187
165	208
175	240
172	206
164	226
170	170
174	152
160	181
